"Titre court";"Titre complet";"Numéro de l'amendement";"Partie de l'amendement";"Sort de l'amendement";"Désignation de l'article";"Délibération";"Auteur";"Cosignataire(s)";"Instance";"Etape du texte";"URL Dossier législatif";"URL Texte référence";"URL Amendement";"URL Amendement format XML"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 246 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"246";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Di Filippo Fabien";"  M. Bazin, M. Cinieri, M. Cordier et M. Minot";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/246";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000246.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 646 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"646";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Tanguy Jean-Philippe";"  M. Baubry, M. Allisio, Mme Auzanot, M. Ballard, M. Barthès, M. Beaurain, M. Bentz, M. Berteloot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, Mme Bordes, M. Bovet, M. Buisson, M. Cabrolier, M. Catteau, M. Chenu, M. Chudeau, Mme Colombier, Mme Cousin, Mme Da Conceicao Carvalho, M. de Fournas, M. de Lépinau, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, Mme Engrand, M. Falcon, M. François, M. Frappé, Mme Frigout, Mme Galzy, M. Giletti, M. Gillet, M. Girard, M. Gonzalez, Mme Florence Goulet, Mme Grangier, M. Grenon, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Hébrard, M. Jacobelli, M. Jolly, Mme Laporte, Mme Lavalette, Mme Le Pen, Mme Lechanteux, Mme Lelouis, Mme Levavasseur, Mme Loir, M. Lopez-Liguori, Mme Lorho, M. Lottiaux, M. Loubet, M. Marchio, Mme Martinez, Mme Alexandra Masson, M. Bryan Masson, M. Mauvieux, M. Meizonnet, Mme Menache, M. Meurin, M. Muller, Mme Mélin, M. Ménagé, M. Odoul, Mme Mathilde Paris, Mme Parmentier, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, Mme Robert-Dehault, Mme Roullaud, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, M. Taché de la Pagerie, M. Taverne, M. Tivoli et M. Villedieu";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/646";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000646.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 710 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"710";"";"Retiré";"Avant l'article PREMIER";"Première délibération";"Tanguy Jean-Philippe";"  Mme Auzanot, M. Allisio, M. Ballard, M. Barthès, M. Baubry, M. Beaurain, M. Bentz, M. Berteloot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, Mme Bordes, M. Bovet, M. Buisson, M. Cabrolier, M. Catteau, M. Chenu, M. Chudeau, Mme Colombier, Mme Cousin, Mme Da Conceicao Carvalho, M. de Fournas, M. de Lépinau, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, Mme Engrand, M. Falcon, M. François, M. Frappé, Mme Frigout, Mme Galzy, M. Giletti, M. Gillet, M. Girard, M. Gonzalez, Mme Florence Goulet, Mme Grangier, M. Grenon, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Hébrard, M. Jacobelli, M. Jolly, Mme Laporte, Mme Lavalette, Mme Le Pen, Mme Lechanteux, Mme Lelouis, Mme Levavasseur, Mme Loir, M. Lopez-Liguori, Mme Lorho, M. Lottiaux, M. Loubet, M. Marchio, Mme Martinez, Mme Alexandra Masson, M. Bryan Masson, M. Mauvieux, M. Meizonnet, Mme Menache, M. Meurin, M. Muller, Mme Mélin, M. Ménagé, M. Odoul, Mme Mathilde Paris, Mme Parmentier, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, Mme Robert-Dehault, Mme Roullaud, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, M. Taché de la Pagerie, M. Taverne, M. Tivoli et M. Villedieu";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/710";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000710.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 565 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"565";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Dalloz Marie-Christine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/565";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000565.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 507 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"507";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Dumont Pierre-Henri";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/507";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000507.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 297 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"297";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Louwagie Véronique";"  M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Le Fur, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier, M. Vincendet et M. Viry";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/297";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000297.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 736 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"736";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Lebon Karine";"  M. Sansu, M. Tellier, Mme Bourouaha, M. Brotherson, M. Castor, M. Chailloux, M. Chassaigne, M. Dharréville, Mme Faucillon, M. Jumel, Mme K/Bidi, M. Le Gayic, M. Lecoq, M. Maillot, M. Monnet, M. Nadeau, M. Peu, M. Rimane, M. Roussel, M. William et M. Wulfranc";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/736";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000736.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 423 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"423";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Brun Philippe";"  M. Aviragnet, M. Baptiste, Mme Battistel, M. Bouloux, M. Califer, M. David, M. Delaporte, M. Delautrette, M. Echaniz, M. Olivier Faure, M. Garot, M. Guedj, M. Hajjar, Mme Jourdan, Mme Karamanli, Mme Keloua Hachi, M. Leseul, M. Naillet, M. Bertrand Petit, Mme Pic, Mme Pires Beaune, M. Potier, Mme Rabault, Mme Rouaux, Mme Santiago, M. Saulignac, Mme Thomin, Mme Untermaier, M. Vallaud et M. Vicot";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/423";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000423.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 600 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"600";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Gruet Justine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/600";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000600.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 302 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"302";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Forissier Nicolas";"  Mme Louwagie, M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Gaultier, Mme Genevard, M. Gosselin, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Le Fur, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier, M. Vincendet et M. Viry";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/302";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000302.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 52 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"52";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Cinieri Dino";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/52";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000052.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 567 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"567";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Dalloz Marie-Christine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/567";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000567.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 528 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"528";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Dumont Pierre-Henri";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/528";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000528.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 389 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"389";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Louwagie Véronique";"  M. Nury, M. Kamardine, M. Hetzel, Mme Frédérique Meunier, M. Bazin, M. Jean-Pierre Vigier, Mme Tabarot, M. Seitlinger, M. Minot, M. Fabrice Brun, M. Cordier, M. Neuder, Mme Serre, M. Cinieri, M. Forissier, M. Descoeur, Mme Valentin, Mme Corneloup, Mme Anthoine, M. Di Filippo, Mme Dalloz, M. Viry, M. Portier, M. Breton, Mme Duby-Muller, Mme Bonnivard et M. Gosselin";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/389";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000389.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 32 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"32";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Dalloz Marie-Christine";"  M. Bazin, M. Neuder, Mme Bonnivard, M. Jean-Pierre Vigier, Mme Anthoine, M. Hetzel, M. Viry, M. Breton, M. Gosselin, Mme Valentin et Mme Corneloup";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/32";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000032.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 171 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"171";"";"Adopté";"Article 2";"Première délibération";"Cazeneuve Jean-René rapporteur au nom de la commission des finances";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/171";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000171.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 101 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"101";"";"Retiré";"Après l'article 2";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Kamardine, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques et M. Jean-Pierre Vigier";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/101";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000101.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 1078 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"1078";"";"Non renseigné";"Article 6";"Première délibération";"Descoeur Vincent";"  M. Marleix, Mme Louwagie, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, Mme Dalloz, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Dumont, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Le Fur, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier, M. Vincendet et M. Viry";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/1078";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N001078.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 1006 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"1006 (Rect)";"";"Rejeté";"Article PREMIER";"Première délibération";"Amiot Ségolène";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/1006";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N001006.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 421 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"421";"";"Non soutenu";"Après l'article 2";"Première délibération";"Bony Jean-Yves";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/421";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000421.xml"
